Date,Close,High,Low,Open,Volume,ma50,ma200,sma20w,ema21w,rsi14,state,signal
2021-08-21,73.75621032714844,81.81377410888672,72.69692993164062,78.69892883300781,1513097171,,,,73.75621032714844,,bear,hold
2021-08-22,72.80391693115234,77.48115539550781,71.55394744873047,73.86833953857422,968933849,,,,73.74334149747283,,bear,hold
2021-08-23,75.70803833007812,76.70532989501953,71.68074798583984,72.7694091796875,1372134245,,,,73.76989145467019,,bear,hold
2021-08-24,70.67090606689453,79.3709487915039,68.61978912353516,75.7801742553711,2153611667,,,,73.7280132737543,,bear,hold
2021-08-25,71.95156860351562,72.70286560058594,66.22276306152344,70.67996215820312,1551240766,,,,73.70400726469703,,bear,hold
2021-08-26,75.31620788574219,78.05520629882812,66.26455688476562,71.97343444824219,2713050538,,,,73.72579375957602,,bear,hold
2021-08-27,88.08698272705078,88.85427856445312,72.71512603759766,74.81178283691406,3263988286,,,,73.91986388075811,,bear,hold
2021-08-28,96.70317077636719,97.84294891357422,85.79064178466797,88.00001525878906,2580080503,,,,74.22774640637445,,bear,hold
2021-08-29,94.46967315673828,97.77787780761719,90.99362182617188,96.56397247314453,1830344091,,,,74.50128595705503,,bear,hold
2021-08-30,110.54480743408203,116.85022735595703,94.0377197265625,94.3448715209961,5274104165,,,,74.98836057160946,,bear,hold
2021-08-31,108.48377227783203,130.01461791992188,103.35130310058594,109.75614929199219,7590894022,,,,75.44100127034221,,bear,hold
2021-09-01,111.03300476074219,119.53011322021484,106.27082061767578,107.4444808959961,3974443896,,,,75.92197429048275,,bear,hold
2021-09-02,128.10238647460938,131.96188354492188,109.65261840820312,110.73123931884766,5074399603,,,,76.62711499567367,,bear,hold
2021-09-03,146.5830535888672,148.8341827392578,128.3890838623047,128.3890838623047,7526373837,,,,77.57246551720331,91.6179212116463,bear,hold
2021-09-04,139.11306762695312,150.42855834960938,136.44955444335938,146.4184112548828,3970422964,,,,78.40409527544318,82.33970999470375,bear,hold
2021-09-05,142.0708770751953,144.99786376953125,135.07997131347656,138.99014282226562,2996918105,,,,79.26445719165605,83.07077498798242,bear,hold
2021-09-06,164.38092041015625,165.8787384033203,138.0382080078125,142.0628204345703,5774090688,,,,80.41467966758172,87.3308741849695,bear,hold
2021-09-07,173.14892578125,194.8197021484375,133.10025024414062,164.18368530273438,17068643416,,,,81.66784515560427,88.55031632696799,bear,hold
2021-09-08,191.04139709472656,197.989013671875,147.99118041992188,173.278564453125,13187213606,,,,83.14586612775457,90.54938923213267,bear,hold
2021-09-09,188.19580078125,214.95718383789062,181.4458770751953,209.47079467773438,12676272744,,,,84.5654598392883,87.92026107168024,bear,hold
2021-09-10,179.865234375,196.9451904296875,168.69082641601562,187.61280822753906,7087524572,,,,85.85329463031142,80.54697022851462,bear,hold
2021-09-11,178.8678741455078,193.40560913085938,175.56541442871094,179.36622619628906,5367389010,,,,87.1102484075438,79.68535550869903,bear,hold
2021-09-12,174.53762817382812,181.56825256347656,170.5845947265625,179.23016357421875,3012633094,,,,88.29169948546657,75.88965712668723,bear,hold
2021-09-13,169.26954650878906,174.93186950683594,150.9744110107422,174.41845703125,6437530449,,,,89.38599471551147,71.43176865190406,bear,hold
2021-09-14,158.09481811523438,171.30116271972656,143.55311584472656,169.77452087402344,5799758794,,,,90.31449232902125,62.98050057876952,bear,hold
2021-09-15,159.1173858642578,166.17529296875,154.2395477294922,158.41543579101562,3908939772,,,,91.2442611605785,63.407145481942926,bear,hold
2021-09-16,152.47406005859375,163.12283325195312,147.6532745361328,158.80728149414062,3215168472,,,,92.07169087541655,58.67591571210126,bear,hold
2021-09-17,147.5930633544922,153.44493103027344,135.24522399902344,152.3514404296875,4675731485,,,,92.82197969270136,55.40483578806865,bear,hold
2021-09-18,169.18421936035156,171.1427764892578,144.3922576904297,147.44876098632812,5415012910,,,,93.85390185037231,64.76285712872391,bear,hold
2021-09-19,152.51669311523438,170.65211486816406,151.2509765625,169.22633361816406,3350530308,,,,94.64664227287045,55.14303834065778,bear,hold
2021-09-20,132.13446044921875,153.38766479492188,131.2610321044922,152.7944793701172,5623667250,,,,95.15323441038868,46.120996033586756,bear,hold
2021-09-21,123.95039367675781,144.46844482421875,116.34320068359375,132.76231384277344,5243953819,,,,95.54238521128556,43.073609614085335,bear,hold
2021-09-22,147.92425537109375,150.94151306152344,122.34915924072266,124.17745208740234,4952222859,,,,96.25024832155324,52.892687278465864,bear,hold
2021-09-23,149.75357055664062,152.364990234375,143.20126342773438,148.05516052246094,3389212044,,,,96.97326618959497,53.55105440193514,bear,hold
2021-09-24,139.39564514160156,151.201904296875,128.8013153076172,149.9354705810547,3852350632,,,,97.5465415808383,49.34574067582559,bear,hold
2021-09-25,136.17892456054688,144.0725555419922,134.10775756835938,139.2965545654297,2037106949,,,,98.06860081029382,48.0829064962882,bear,hold
2021-09-26,135.69937133789062,140.7817840576172,125.11542510986328,136.21615600585938,2674182809,,,,98.57712473634243,47.88615647159041,bear,hold
2021-09-27,136.72842407226562,148.49783325195312,133.98428344726562,135.93136596679688,2867246888,,,,99.09268283547652,48.37433117972695,bear,hold
2021-09-28,131.53721618652344,139.2943572998047,128.2448272705078,136.5089111328125,2422542861,,,,99.53112247535555,46.03174753677928,bear,hold
2021-09-29,135.35145568847656,140.03817749023438,131.2336883544922,132.33853149414062,2428105040,,,,100.0151810322896,48.0233941012134,bear,hold
2021-09-30,141.0690460205078,142.85316467285156,134.31326293945312,135.41290283203125,2244376110,,,,100.56996299158985,50.9457957838893,bear,hold
2021-10-01,161.682373046875,164.737548828125,138.4369354248047,141.38291931152344,4387488320,,,,101.39580637071532,59.735496418868465,bear,hold
2021-10-02,169.093017578125,174.90069580078125,156.3223419189453,161.59439086914062,3471658582,,,,102.31063354919384,62.34755888689678,bear,hold
2021-10-03,172.5891571044922,176.9703369140625,166.07000732421875,169.11370849609375,3149579954,,,,103.26034332696814,63.54896150444859,bear,hold
2021-10-04,166.73191833496094,172.9616241455078,162.77333068847656,172.9616241455078,3109040100,,,,104.11806731356265,60.089692973121316,bear,hold
2021-10-05,164.11582946777344,169.9793701171875,160.59315490722656,166.99496459960938,2541087419,,,,104.92884788321415,58.556505654717085,bear,hold
2021-10-06,154.1077423095703,165.3619842529297,150.76837158203125,164.60519409179688,3259712887,,,,105.59342753762436,52.98663810061705,bear,hold
