Date,Close,High,Low,Open,Volume,ma50,ma200,sma20w,ema21w,rsi14,state,signal
2021-07-20,0.38618001341819763,0.44065698981285095,0.36497101187705994,0.44045600295066833,189601054,,,,0.38618001341819763,,bear,hold
2021-07-21,0.4695949852466583,0.4835340082645416,0.37600401043891907,0.38545599579811096,401951819,,,,0.3873072427672309,,bear,hold
2021-07-22,0.501101016998291,0.5162850022315979,0.4691619873046875,0.4733780026435852,390223260,,,,0.38884499647305604,,bear,hold
2021-07-23,0.6534940004348755,0.6876069903373718,0.4993709921836853,0.49981099367141724,1079949483,,,,0.392421334364432,,bear,hold
2021-07-24,0.7325599789619446,0.8441550135612488,0.6323699951171875,0.6582800149917603,1449325982,,,,0.3970178025346687,,bear,hold
2021-07-25,0.7532410025596619,0.7806850075721741,0.6730849742889404,0.7302590012550354,753778396,,,,0.40183162956203344,,bear,hold
2021-07-26,0.6598730087280273,0.7652320265769958,0.5977619886398315,0.7548890113830566,603487664,,,,0.4053186752264388,,bear,hold
2021-07-27,0.6765530109405518,0.7548570036888123,0.5779939889907837,0.6568260192871094,924903204,,,,0.40898400408744034,,bear,hold
2021-07-28,0.6795799732208252,0.7535790205001831,0.655655026435852,0.6783239841461182,578443495,,,,0.41264070637302663,,bear,hold
2021-07-29,0.6626780033111572,0.6963449716567993,0.642973005771637,0.6800510287284851,251799687,,,,0.41601958876408246,,bear,hold
2021-07-30,0.6562759876251221,0.6710919737815857,0.6202830076217651,0.6641979813575745,226903592,,,,0.4192662968567992,,bear,hold
2021-07-31,0.6396030187606812,0.6738920211791992,0.6290320158004761,0.6563730239868164,176578301,,,,0.4222438201257706,,bear,hold
2021-08-01,0.5902780294418335,0.6418139934539795,0.5799729824066162,0.6392670273780823,159983141,,,,0.4245145526840958,,bear,hold
2021-08-02,0.6132169961929321,0.6503559947013855,0.5883190035820007,0.5889049768447876,254280895,,,,0.4270645857044855,60.98404541718866,bear,hold
2021-08-03,0.5889390110969543,0.6128270030021667,0.5780180096626282,0.6128270030021667,161142479,,,,0.4292520779395189,56.65339558053076,bear,hold
2021-08-04,0.6493769884109497,0.662555992603302,0.5824779868125916,0.5913180112838745,310811497,,,,0.43222673889183555,63.5858762491759,bear,hold
2021-08-05,0.6374350190162659,0.6592079997062683,0.6032249927520752,0.6510040163993835,202610486,,,,0.4349998237583819,61.49315643386531,bear,hold
2021-08-06,0.6358420252799988,0.6455730199813843,0.6177809834480286,0.6372690200805664,192663407,,,,0.43771390756272816,61.203787753239716,bear,hold
